Router Name,Country Code,Bandwidth (KB/s),Uptime (Days),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit
aphelion,CZ,479,18,93.185.109.191,93.185.109.191,443,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
apocrypha38,RU,295,8,188.226.51.71,188.226.51.71-FTTB.planeta.tc,8196,8195,0,0,1,1,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
Apple,US,612,22,98.113.224.179,pool-98-113-224-179.nycmny.fios.verizon.net,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
Applied,RU,202,7,192.162.102.177,tor-proxy.robert-marquardt.com,443,80,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
aptos,US,52,22,50.21.183.108,tor-proxy.locallycompact.com,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
Aquillar,US,11,4,97.107.142.133,aquillar.com,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
archanon2,US,12,2,98.227.178.88,c-98-227-178-88.hsd1.in.comcast.net,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
area26tor,SE,172,1,85.228.195.51,c-33c3e455.03-477-6c6b701.cust.bredbandsbolaget.se,5297,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
area51,US,327,2,76.181.130.243,cpe-76-181-130-243.columbus.res.rr.com,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
Arendt,JP,178,3,106.187.36.240,li379-240.members.linode.com,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
ari0nsbox,DE,0,0,87.175.148.77,p57AF944D.dip0.t-ipconnect.de,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.1.31 (git-df8aa0a7943a6364) on Linux i686,0,0
arighttosurf,NL,0,34,82.95.118.50,melvex.xs4all.nl,9002,None,0,0,0,0,1,1,1,1,0,Tor 0.2.1.31 (git-df8aa0a7943a6364) on Linux x86_64,0,0
ArikaYumemiya,US,678,21,174.37.99.107,tor.ctgameinfo.com,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
ark1,US,37,1,107.0.245.142,107-0-245-142-ip-static.hfc.comcastbusiness.net,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Vista Service Pack 2 [server],0,0
arming,US,19,3,97.107.131.236,tor.arming.net,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.30 on Linux i686,0,0
Artoo,DE,184,15,87.106.30.4,tor.neusinger.com,443,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux x86_64,0,0
artur,DE,3,19,87.79.200.30,static-87-79-200-30.netcologne.de,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
artur2,DE,665,1,85.25.108.113,luna689.server4you.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
ASeriesOfTubes,CA,11,4,75.156.201.38,d75-156-201-38.abhsia.telus.net,29668,None,0,1,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
askatasuna,US,15,5,216.195.133.27,mail.tifaware.com,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
asmallnicerelay,IT,1,6,87.24.107.77,host77-107-static.24-87-b.business.telecomitalia.it,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.1.30 on Linux i686,0,0
astoriednepelyn,US,6,0,205.134.213.56,dsl-205-134-213-56.lacey-1.reachoneinternet.net,39,None,0,0,1,0,0,0,1,1,0,Tor 0.2.3.9-alpha (git-e44205ee6c3816b8) on Linux x86_64,0,0
atacama,GB,95,0,212.13.194.142,212.13.194.142,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
ATHLONXP2700,US,0,12,184.45.44.160,adsl-184-45-44-160.sdf.bellsouth.net,443,None,0,0,0,0,0,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Server 2003 Service Pack 2 [server],0,0
AtistarOutpost,US,7,7,67.102.179.29,outpost.atistar.net,443,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
AtlasShrugged,US,37,53,98.110.183.125,pool-98-110-183-125.bstnma.fios.verizon.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.30 on Linux i686,0,0
atlgonyovLi,US,343,26,216.24.174.245,edebris.com,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.33 (git-8522652d8e9213d4) on Linux x86_64,0,0
aucxiymi,RU,7,1,188.143.233.90,188.143.233.90,80,None,0,1,1,0,1,1,1,1,0,Tor 0.2.2.33 (git-8522652d8e9213d4) on Linux x86_64,0,0
auebtor,GR,702,11,195.251.252.226,aigaio.islab.aueb.gr,80,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
auriga,US,13,31,173.255.251.207,li261-207.members.linode.com,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux i686,0,0
AWM,CZ,46,0,78.128.183.123,otava-0882.koleje.cuni.cz,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
awxcnx,DE,91,0,62.75.219.7,awxcnx.de,2009,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
axium,US,1,3,72.174.26.242,host-72-174-26-242.msl-mt.client.bresnan.net,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux i686,0,0
axxsdotorg,DE,95,67,78.46.70.204,axxs.org,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.31 (git-df8aa0a7943a6364) on Linux x86_64,0,0
aymeric45,FR,3,0,88.219.191.81,81.191.219.88.rev.sfr.net,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
Azhar,PL,1,0,89.72.183.79,89-72-183-79.dynamic.chello.pl,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
b4msmums,GB,99,4,178.79.147.213,acheron.austad.us,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux i686,0,0
b9IVvwkf774fF2N7Cvk,DE,158,1,178.63.78.8,crispy.telefonsparbuch.de,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.1.31 (git-df8aa0a7943a6364) on Linux x86_64,1,0
baba,CH,6,1,62.12.243.155,62-12-243-155.pool.cyberlink.ch,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
bababooey,US,47,0,98.234.164.17,c-98-234-164-17.hsd1.ca.comcast.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin i386,0,0
babelfish,US,16,19,173.13.141.30,173-13-141-30-sfba.hfc.comcastbusiness.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux armv5tel,0,0
babetor,DE,6,13,78.47.9.150,linuxbabe.be,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
bach,DE,5858,19,87.225.253.174,torproject.org.all.de,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
Bacon,US,0,0,69.46.208.226,lkdl-04-0226.dhcp.iowatelecom.net,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin Power Macintosh,0,0
baconface,GB,5,22,81.187.20.230,baconface.chinafight.com,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
BagadouStourm,FR,1,0,2.13.126.217,ARennes-358-1-239-217.w2-13.abo.wanadoo.fr,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
balastor,AR,265,4,200.58.118.143,tjtech.dattaweb.com,443,None,0,1,1,1,1,1,1,1,0,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux x86_64,0,0
baphomet,DE,112,21,85.214.68.105,amongsari.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
barf,CA,11,13,76.10.176.79,genergest.dyndns.org,443,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
BarkerJrNet,CA,18,63,67.212.90.197,bumblebee.barkerjr.net,119,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
BarkerJrOrange1,US,1022,8,173.246.103.93,173.246.103.93,23,27864,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
BarkerJrParis1a,FR,1099,63,92.243.8.139,ratchet.barkerjr.net,21,56486,0,0,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
BarkerJrPhoenix,US,109,7,174.138.163.86,174.138.163.86,110,36163,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
Barton,EE,9,2,90.190.27.125,125.27.190.90.dyn.estpak.ee,5190,1863,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD i386,0,0
basilisk,US,7,5,98.206.164.131,c-98-206-164-131.hsd1.il.comcast.net,9002,None,0,1,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
bauruine1,DE,4458,7,88.198.13.91,static.88-198-13-91.clients.your-server.de,9090,None,0,0,1,0,1,1,1,1,0,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux x86_64,0,0
bauruine2,DE,7659,7,188.40.12.93,static.93.12.40.188.clients.your-server.de,443,None,0,0,1,0,1,1,1,1,0,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux x86_64,0,0
bauruine3,CH,26,3,217.150.224.233,233.224.150.217.dyn.dsl.as8758.net,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux i686,0,0
bavius,US,40,11,50.16.191.48,ec2-50-16-191-48.compute-1.amazonaws.com,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux x86_64,0,0
bbe02cf3b2f59158,HU,1,0,80.98.68.96,catv-80-98-68-96.catv.broadband.hu,443,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 2 [workstation],0,0
bc1245cbe16d5ee9b2,NL,332,48,194.145.200.128,tor1.spider007.net,443,8080,0,1,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux x86_64,0,0
BCS2005,DE,0,0,84.139.8.236,p548B08EC.dip0.t-ipconnect.de,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.1.30 on Linux i686,0,0
BearNecessities,RU,631,3,46.38.57.196,torsrv3.snydernet.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
BeastEcopunkInfo,US,0,0,174.29.19.146,174-29-19-146.hlrn.qwest.net,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
becks,DE,18,38,176.28.17.171,becks.buksy.de,443,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux x86_64,0,0
Beff,US,4,0,75.65.5.215,c-75-65-5-215.hsd1.tn.comcast.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
behemotthecat,NO,9,0,80.203.69.96,96.80-203-69.nextgentel.com,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.1.30 on Linux x86_64,0,0
beingofservice,DE,58,3,78.94.168.27,ip-78-94-168-27.unitymediagroup.de,39001,39030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
Belgarath4TOR,SE,13,2,85.24.252.203,h-252-203.a218.priv.bahnhof.se,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
BelieveInGood,US,0,21,209.20.75.107,209-20-75-107.slicehost.net,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
Bellevue,US,20,4,67.160.202.19,c-67-160-202-19.hsd1.ca.comcast.net,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux x86_64,0,0
BeMyGuest,DE,1015,22,188.40.41.115,tor.toke.de,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
bender,US,250,0,71.210.153.68,71-210-153-68.mpls.qwest.net,443,143,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
beowulf,SE,6,0,79.138.2.238,h79-138-2-238.dynamic.se.alltele.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
bertor,SE,54,10,62.80.200.184,tor-proxy.abc.se,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
betelgeuse,FR,466,159,83.167.33.194,imexka.gw.vlan20.er2.rb.par.neotelecoms.com,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.30 on Linux x86_64,0,0
Beyond,NL,507,110,85.17.97.19,tor-exit-node.beyondhosting.com,443,80,0,1,1,0,1,1,1,1,1,Tor 0.2.2.33 (git-8522652d8e9213d4) on Linux i686,0,0
BhangraOne,US,71,13,67.217.170.179,67.217.170.179,444,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Vista Service Pack 2 [server],0,0
BigBadMaMa,US,2,0,71.187.225.103,pool-71-187-225-103.nwrknj.fios.verizon.net,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Windows 7  [workstation],0,0
BigBoy,US,8376,22,38.229.79.2,torproxy10.teamcymru.net,443,8080,0,0,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux x86_64,0,0
binarHeid,DE,0,0,84.60.62.212,dslb-084-060-062-212.pools.arcor-ip.net,443,None,0,0,0,0,1,0,1,1,0,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux i586,0,0
birdmilk,CA,6,1,206.188.71.23,206-188-71-23.cpe.distributel.net,9001,9002,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
Bitbureauet,NL,137,45,85.17.173.167,tor-exit.bitbureauet.dk,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.1.31 (git-8435cd95d2acc0c2) on Linux x86_64,0,0
BitcoinAnarchy,CA,1,101,64.34.96.206,64.34.96.206,5353,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.30 on FreeBSD amd64,0,0
BitcoinNow,CA,0,101,209.15.238.254,blackhat.j00nix.com,31337,None,0,0,0,0,1,1,1,1,0,Tor 0.2.1.30 on FreeBSD amd64,0,0
bjrjcjgo,RU,6,1,188.143.232.89,188.143.232.89,80,None,0,1,1,0,1,1,1,1,0,Tor 0.2.2.33 (git-8522652d8e9213d4) on Linux x86_64,0,0
blabla,DE,8,0,178.142.98.97,dyndsl-178-142-098-097.ewe-ip-backbone.de,443,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
blablabla,DK,64,1,91.100.71.85,91.100.71.85.generic-hostname.arrownet.dk,443,80,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
Black6,US,10,1,71.11.143.114,71-11-143-114.dhcp.stls.mo.charter.com,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
Blackbird,US,55,15,98.116.26.209,pool-98-116-26-209.nycmny.east.verizon.net,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.2.32 (git-877e17749725ab88) on Linux x86_64,0,0
blackfin,DK,39,2,212.242.116.31,port278.ds1-vbr.adsl.cybercity.dk,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
BlackIce,US,27,33,128.173.14.108,black-ice.cc.vt.edu,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.1.30 on Linux x86_64,0,0
blacklucky,FR,40,2,83.153.81.201,hem62-4-83-153-81-201.fbx.proxad.net,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.27-beta (git-e3b8457eb38ee76a) on Windows 7  [workstation],0,0
blacksmithtb,US,16,79,71.56.155.116,c-71-56-155-116.hsd1.or.comcast.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.1.30 on Linux i686,0,0
blacksoftail,US,122,22,184.22.231.67,184-22-231-67.static.hostnoc.net,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
BletchleyBark,IL,3,0,85.64.29.110,85.64.29.110.dynamic.barak-online.net,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin i386,0,0
BlgTOR,RU,216,11,46.72.2.201,46.72.2.201,465,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Windows 7 Service Pack 1 [workstation],0,0
BlgTOR2,RU,193,7,46.72.51.152,46.72.51.152,443,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Windows XP Service Pack 3 [workstation],0,0
blindoracledm1867,RU,22,17,93.91.6.81,mx.dm1867.ru,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.1.30 on Linux x86_64,0,0
blottor,US,5,0,208.65.181.90,blottor.truxton.com,80,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux x86_64,0,0
Blue,US,65,1,68.35.76.151,c-68-35-76-151.hsd1.nm.comcast.net,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
blueberry,US,0,22,69.164.217.10,li132-10.members.linode.com,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
blueberryTOR,CZ,251,19,81.0.240.113,assigned-81.0.240-113.casablanca.cz,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
blueeyes,SK,7,0,46.229.224.131,46.229.224.131.vnet.sk,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
BlueLantern,NL,12,4,62.212.84.229,hosted-by.leaseweb.com,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux x86_64,0,0
bluesnake,SE,13,15,213.114.144.240,c-f09072d5.04-30-73746f3.cust.bredbandsbolaget.se,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux x86_64,0,0
BlvR,UA,78,1,109.87.243.149,149.243.87.109.triolan.net,9090,443,0,1,1,0,1,0,1,1,1,Tor 0.2.1.30 on Linux x86_64,0,0
bmwanon,DE,1102,21,188.40.172.119,anonymous.zq1.de,443,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
bob,US,73,44,173.230.149.179,li159-179.members.linode.com,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.3.4-alpha (git-5f4f727d58daa194) on Linux i686,0,0
Bobby,BE,8,0,81.243.211.220,220.211-243-81.adsl-dyn.isp.belgacom.be,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
bogross,FR,13,5,86.71.216.90,90.216.71.86.rev.sfr.net,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
bolobolo,DE,11199,4,173.254.192.35,bolobolo.torservers.net,443,80,0,1,1,0,0,0,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux x86_64,0,0
booiiing,DE,0,1,85.180.19.142,e180019142.adsl.alicedsl.de,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux x86_64,0,0
boom123,SE,48,0,92.244.17.35,92-244-17-35.customers.ownit.se,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
boorsADSLtor,DE,1,0,77.176.30.135,blfd-4db01e87.pool.mediaWays.net,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
BostonUCompSci,US,2472,3,204.8.156.142,cs-tor.bu.edu,443,80,0,1,1,0,1,0,1,1,1,Tor 0.2.1.30 on Linux i686,0,0
bouazizi,DE,7904,3,74.120.13.132,bouazizi.torservers.net,443,993,0,1,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux x86_64,0,0
BoxNDox,US,31,6,66.59.230.42,pinter.mrochek.com,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
BR1116MRCE,DE,0,0,77.23.130.115,77-23-130-115-dynip.superkabel.de,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
brainfreeze,US,0,0,72.149.199.227,adsl-072-149-199-227.sip.shv.bellsouth.net,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
brale,HR,341,18,161.53.29.203,brale.math.hr,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
Brama2,DE,10043,48,46.4.58.8,static.8.58.4.46.clients.your-server.de,995,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux x86_64,0,0
BramaC61,CA,700,32,38.99.180.93,38.99.180.93,443,None,0,0,1,0,1,1,1,1,0,Tor 0.2.3.8-alpha (git-68475fc5c5a806eb) on Linux x86_64,0,0
BramaH4,NL,1812,36,89.248.168.118,hosted-by.ecatel.net,443,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.7-alpha (git-c2d03beb65d0c820) on Linux x86_64,0,0
bramwell,US,2,16,216.128.72.54,notch.es,443,None,0,0,0,0,1,1,1,1,0,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux x86_64,0,0
brazoslink,US,18,3,69.39.49.200,www.mac-resource.com,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin Power Macintosh,0,0
brightside,US,198,20,96.126.114.81,tor-exit.bjmackay.net,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
BrokenByDesign,NL,469,0,85.223.118.207,207-118.citynet.ftth.internl.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux i686,0,0
Bruisedmango,CA,0,0,24.52.214.28,24-52-214-28.cable.teksavvy.com,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Windows 7  [workstation],0,0
Brumbar,CZ,227,5,95.82.158.170,ip4-95-82-158-170.cust.nbox.cz,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.1.30 on Linux x86_64,0,0
bruteforce249,DE,123,72,88.198.35.249,static.88-198-35-249.clients.your-server.de,22,80,0,0,1,0,1,1,1,1,1,Tor 0.2.1.30 on FreeBSD amd64,0,0
brwyatt1,US,741,3,96.226.232.75,pool-96-226-232-75.dllstx.fios.verizon.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
BTRrelay1,US,2,8,68.105.9.103,ip68-105-9-103.br.br.cox.net,13791,9031,0,0,1,0,1,0,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Windows 7 Service Pack 1 [workstation],0,0
Buddha,IN,243,4,111.118.177.101,Static-host-177.101.data-center-india.com,443,8080,0,0,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux x86_64,0,0
buergerrechte,DE,44,3,88.198.172.198,tor-proxy.rueckblen.de,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
BufoMarinus,EE,126,18,46.22.211.117,46.22.211.117,6667,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.3.8-alpha (git-68475fc5c5a806eb) on Linux i686,0,0
BuggyCodez,US,1411,14,209.105.243.19,209.105.243.19,5555,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
build,US,16,1,50.73.33.37,tor.cormander.com,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
